,Rating,Title,Review,Review_Date
1328,5,Good budget phone,"This is an amazing phone for people looking at OnePlus brand to start with. I have previously owned One plus 2 and a One plus 5T and when I had to switch this time, I didn’t want to move away from OnePlus brand and spend too much money as well. I am a basic smartphone user and use this for basic browsing, social media, YouTube etc and this phone meets the performance bar. If you are looking for a good phone without making compromises on quality of components, camera etc, you can definitely consider this.",20 April 2022
1329,5,Nice,Nice 👍 😍🥰,17 July 2022
1330,3,Poor battery backup,Phone has heating issue and battery backup is poor.,26 June 2022
1331,3,Not the worth of 25000₹,"Camera quality is not upto the mark as 62MP, Not much advanced as expected and it is comparable to Redmi phones of worth 10000-15000/- ₹ maximum. But Phone look is very good. Phone charging speed is really fast within 30-35 min mobile can be 100 percent charge. Overall mobile is ok..but really not the worth of 25000₹.",27 May 2022
1332,4,Best value of money,OnePlus Brand name is quite enough.In this price segment we can buy as well enjoy with product.,21 April 2022
1333,5,Amazing Phone,"Best Operating system after iPhone so you and ur data is safe. Those who do all their banking transactions through mobile, understand it's need. Plus 3 years security update. That's really great thing.2. Camera is good enough. Sharp and zoom is really good. See attached photo taken from 5 th floor.3. AMOLED display is amazing. Difference noticed while watching movies on Netflix. It's super.4. No DTS however phone sound is quite loud. Can take calls on loudspeaker without any issue.5. No complaint in speed. I don't play games however tried and it did not disappoint me.6. No heating issue. Heats little bit while charging and it's obvious as it's 120 W, I believe. Charges mobile to 40% in just 10-15 minutes...7. 2 yes warranty. Seems like company is preety sure, it won't brake down.Conclusion: at this cost getting best OS and happy with that. Rest are not so important for me however phone did well on all areas.Best of luck Chinese company... Till the time India doesn't develop its own effective mobile, keep earning. We will catch you soon!!",26 February 2022
1334,5,Very good mobile,Very good mobile under this price range.,17 July 2022
1335,4,Overall Good mobile,"Although price is bit higher, mobile is good.Using from last one month,sound, camera clarity,battery back up good.night clicks not so good.",16 April 2022
1336,5,Good in processing best choice who don't love of photos,Processing,17 July 2022
1337,4,Good phone at this price range,It’s a good phone in this price range.I am personally not surprised by the UI as I was using POCO X3 earlier…Display could’ve been better.AMOLED from samsung is much superior.Dolby Sound is missing.,01 April 2022
1338,3,Everything good except battery life,Performance prospective this device has no issues but when it comes to battery it's draining bit early. Due to 65w charger we can charge it again in faster way.,14 June 2022
1339,5,Good working,Screen working good,18 July 2022
1340,3,Costly,Normal phone,04 July 2022
1341,5,Good,Super,20 July 2022
1342,3,Low quality mobile,Other brands like iqoo have better phones lesser than this price. Just bought it because of the brand but one plus is low-quality brand.,17 June 2022
1343,4,Very good mobile for this price i am very happy with this mobile,Excellent camera with good looks.previously i used Samsung (25000rs).Now I am very happy with this mobile.only draw back is battery life.it should be 5000mah instead of 4500mah.full chargung with 60w charger will take 45 minutes from 0 to 100,28 March 2022
1344,3,"Software is little slow, camera quality is average.","Software is little slow, camera quality is average.",26 June 2022
1345,5,Very Nice. Thank You,Thank you,19 July 2022
1346,4,Good mobile but need some software bug fixes,Light weight and back side design is good and gives premium feeling ...but quality is little less ...Touch wise ...screen colors...charging is good... memory card support with dual sim...rest all are good ...Camera needs little improvementAnd some apps having issues which to be fixed,24 March 2022
1347,5,Good,Good,20 July 2022
1348,5,Camera is nice,Nice camera Very big service batteryI love onepules,15 July 2022
1349,4,Below average and too hyped,"The media could not be loaded.
                



 Poor battery and get heated on fast charging",29 April 2022
1350,4,Beautiful & nice,"Display & working speed is good, camera & battery average. Charging very fast",21 April 2022
1351,4,Not getting feel of one plus,Not getting feel of one plus,03 May 2022
1352,5,Superb phone,Superb,19 July 2022
1353,5,Nice product,Nice product,17 July 2022
1354,3,I received a returned product it had scratchs and dust in the box,"The media could not be loaded.
                



 I expect quality but I'm disappointed I can't feel a fresh product I never expect this",02 July 2022
1355,5,Super,"The media could not be loaded.
                



 Top ❤️",05 August 2022
1356,3,Camera is worst,Camera is not good,28 June 2022
1357,5,Stylish mobile,It's Lovely mobile 😉😉😉,17 July 2022
1358,4,Satisfactory and worth money,"During WhatsApp call, flip camera process takes unusual time apx. 2 to 3 sec.Camera adds unusual effects and takes beyond the reality.Takes appx 30 min in full charging from 0%.Delivery was good. Piece was in good condition.Rest of the features are satisfactory.",20 March 2022
1359,3,mobail is heating problem,mobail is heating problem,28 June 2022
1360,5,Good,Good,19 July 2022
1361,5,Very nice phone 📱,Very nice phone 📱,15 July 2022
1362,3,Good but not best.,After use of 4 month of this phone I conclude that this phn is good at this price range .But it should be better. But sometimes phn feels like hand or slow even at 90hz amoled display. The best part is in 30 min it charges from 0 to 80% with the help of 65wt charger.,24 May 2022
1363,5,It's so premium!,U can't expect this sort of premiums in the other phones in the same price range. Even if they offer better on paper the in-hand experience and quality are far better. The quality and combination of both software and hardware is awesome and super constructive!,18 June 2022
1364,3,Battery drains fast and also heating problem.,Camera quality not like one plus phones.,25 June 2022
1365,4,Awesome Phone,"The media could not be loaded.
                



 After Using My All New One Plus Nord CE2 5G Phone. I an Going to Review It. Really Awesome Phone. Very Smooth & Operating Also Good.Need Some Upgrade to Perfect This Phone.",09 April 2022
1366,4,Battery life is not long enough...,Fast charging is very good but span of battery life is not satisfactory...camera quality is good... processor is fast and smooth...,14 April 2022
1367,4,Good asset,"Very good look, weight. Camera is too good however battery is average.",22 April 2022
1368,5,Best mobile,Value of price superb product,15 July 2022
1369,5,PLEASE DONT BUY ONE PLUS USELESS AND HOPELESS BRAND...,Dont buy one plus guys worst phone and the que in the support store will take hours....I bought CE 2 one month prior i got display blotting problem the service centre asked me to pay 6400 though the phone was not damaged.....utterly crap please don't buy one plus ....useless phone no value for money..in case you buy the phone sell it immediately completely useless...and one plus is a problematic brand long ques in service centres of no help....guys please don't buy one plus go for Samsung the trustworthy brand....,23 April 2022
1370,4,Good,Battery,07 May 2022
1371,5,Ousm,Everything looks good,16 July 2022
1372,4,Little bit overprice otherwise great phone,"Nice looking phone, with great display,but camera is not OnePlus brand quality, overall good smart phone, I think it's little overprice of you get it under 20000 than its a killer deal",03 April 2022
1373,4,Worth to purchase,Satisfactory mobile....worth to purchase in this price category.,29 April 2022
1374,5,Good,Good,19 July 2022
1375,5,Definitely go for it,One plus is definitely a master piece i am in love with it please do get one for your self value for money,04 July 2022
1376,4,Nice mobile but sound not ok,Nice mobile but sound not ok,03 May 2022
1377,5,Best in this range,Good,18 July 2022
1378,4,Good product,Battery performance very good,05 May 2022
1379,5,OnePlus Nord ce 2 5g best phone,Back Camera is not nice but front camera best👍,14 July 2022
1380,3,Camera quality is bad,Camera quality is very bad,26 June 2022
1381,4,No more fast charging,"Phone is overall good, but it has stopped fast charging after one month usage.. earlier it used to take 15-20 min for full charge.. but now it takes more than 40 min for a full charge..",01 April 2022
1382,5,Very good product,Good quality,17 July 2022
1383,4,It's avrage,It is good looking phone but battery is avrage continue using time 7 hours,19 April 2022
1384,3,Mobile is Good Camara Quality Worst,Camera Quality is very bad....OnePuls Mobile worst camera experience,23 June 2022
1385,5,Good product,Nice,18 July 2022
1386,4,Camera should mentain the natural photography.,"My experience is very good after using of 25 days. Battery backup is good,camara experience is Asame.Resresh rate 90.2 which is never hung this phone.",09 April 2022
1387,3,It's ok ok,Ok ok product,27 June 2022
1388,5,Good,,15 July 2022
1389,5,Extra ordinary performance fantastic,Overall phone is good nice performance,14 July 2022
1390,3,Good,Good,29 June 2022
1391,5,Excellent,Excellent,18 July 2022
1392,3,"Worst Camera 📷 , compare to real me 8s 5G",Battery 🔋 decent and Camera quality is very Bad,23 June 2022
1393,5,All is good,"All is good in this phone ,there is no issue",11 July 2022
1394,5,Superb,Superb,19 July 2022
1395,4,For that price nice,Product was nice sometime finger sensor was not recognising I brought  this product at mar14 up to know this is the problem. In future in case there upload if they clear it was awesome. Don't expect super camera from this.,01 April 2022
1396,5,Nice product,,16 July 2022
1397,4,Display not as good as Samsung amoled.,"Phone is smooth. OS is fine. Display is bad, even it is Amoled. Nothing compared to any good Samsung phone. I was a user of Samsung A30 and wish I could switch back to it.",30 March 2022
1398,4,Good phone,Product is not so bad and not so good just ok okIt need some upgrage like camera and etcProcesser is also very slow as per the other brand in this price range,03 April 2022
1399,4,Camera picture quality can be improved,Font style change can be improved where as other brands are available this facilities,17 April 2022
1400,5,Best Mobile with Amazing quality.,Best Camera quality,15 July 2022
1401,5,Nice phone,,19 July 2022
1402,5,One plus Nord ce2,"This is good Phone camera quality is good, good speed battery is good 24+hr backup",08 July 2022
1403,5,Good,,16 July 2022
1404,3,Average Phone,This phone is average not great value for money.,21 June 2022
1405,5,Good phone,Good,17 July 2022
1406,5,Super,Excellent product,16 July 2022
1407,4,Good Battery Life but camera quality should be improve,1. Battery life is GOOD.2. Front camera should be better.3. Light weight & slim body.4. No heating issues so far.Overall a good buy for mid level budget.,31 March 2022
1408,5,Nice Phone at this Price,Good,17 July 2022
1409,5,Just wow,Just wow,18 July 2022
1410,4,Good 1,Good 1 camera,03 May 2022
1411,5,Excellent mobile,Amazing camera quality,16 July 2022
1412,5,Every thing is ok,Good,17 July 2022
1413,5,👍,👍🥰🥰,16 July 2022
1414,5,Totally satisfied,Nice,17 July 2022
1415,5,Battery perfomence is poor,Battery perfomence is poor,14 July 2022
1416,4,Looking awesome,Some heating issue.,02 May 2022
1417,5,It's a decent phone to purchase in this price range.,I liked the compact design and smooth working of the phone. This is a light weight phone with a good look. The camera is very good. Bahamas blue colour really suits this model.,21 June 2022
1418,4,Budget Phone in OnePlus,Could be better compared with 9RT but good for budget range,23 April 2022
1419,5,Awesome mobile,Mobile was super working and nice experience,11 July 2022
1420,5,Excellent choice.,Excellent product,15 July 2022
1421,4,Not Best but Better in segment,When you compare with Samsung M52 with same price tag you feel incomplete for wide range and front camera. The size  could be better if it would be 6.5 inches.Overall handy and lightweight .,27 March 2022
1422,5,The best phone at such n unbelievable prit,"Thank you Amazon for providing such good phone for unbelievable price, as always Amazon delivery was before time.Thanks a lot Amazon",02 July 2022
1423,4,Nice experience,Nice mobile with awesome handling!!!!! Just two things to highlight- No ring/silent switch and battery life is little disappointing.,12 April 2022
1424,4,Fine thanks,Nice,12 May 2022
1425,4,"Camera Is good , very fast charging but battery is not good",Improve battery capacity,02 May 2022
1426,4,Overall good,Processor,04 May 2022
1427,4,The phone is good!! But not the battery!!,My Phone's battery drawning very fastly.. thats why I have to charge my phone twice a dayIt's really disgusting 😡,10 April 2022
1428,5,Nice 👌 mobile 📱,Super fast charging very good screen quality 👌 Super sound quality Super the best mobile but camera average just ok,02 July 2022
1429,4,Great All rounder,"Fantastic battery life,charging is very quick, descent camera clicks good selfie; day 2 day activity no lagging..go for it",14 April 2022
1430,4,Value for money,"In this price this phone is good choice. The camera needed little more upgrade but in this price it's good. Everything is smooth and slick. The photos and battery life is good. Nice fast charging, full charge in 20 min to 30 min.",22 March 2022
1431,4,Like,Best phone 📱,02 May 2022
1432,4,Good phone with super quick charging.,The only problem with this mobile is speaker  sound is low . Rest all good. Will write detail review soon.,10 April 2022
1433,5,Awesome experience after 1 month used.,Nice,17 July 2022
1434,5,Fantastic!!! Worth of every penny))),"Superb smart phone coz in this phone you are getting something more than hardware specification, and that is phone usage experience!!!If you are going to be first time user to oneplus phones... then you will definitely love it!Rating time!! 👇🏻Looks : 4.6/5Build quality : 4.4/5Hardware : 4.4/5Features : 4.7/5User interface : 4.8/5Display : 4.7/5Connectivity : 4.9/5Camera : 4.5/5Battery : 4.8/5Loudspeaker : 5/5Fingerprint sensor : 4.9/5Sim slot : 5/53.5 mm jack : yesLight weight and feel : 4.9/5Preinstalled Application management : 5/5IPX5 water resistant : yesIn box silicon back cover : 5/5Gaming performance : 4.5/5 ( no lags )Entertainment experience : 5/5Daily usage experience : 5/5Overall experience : 5/5Just one thing i don't like is that Google phone application, it gives an loud warning on recording call......But leaving this a side,  device is just a perfect one! For every person...",27 February 2022
1435,5,GREAT MOBILE,AWESOME MOBILE,17 July 2022
1436,4,Lagging issue,"After using it for a month, I found some lagging issue with this phone..Other wise good with exchange offer.",10 April 2022
1437,4,Good,I Like this phone,30 April 2022
1438,3,Not Happy,Not Happy with camera,24 June 2022
1439,4,Processor,Camera is avarage but processor is good,30 April 2022
1440,4,Good phone best in budget,"I just looked for clean OS, im satisfied with brand and quality.",19 April 2022
1441,4,Battery issue h,Battery capacity axi nhi h,30 April 2022
1442,4,Value for money,Ordered this mobile with great enthusiasm and it dint let me down the expectations. Overall mobile is good. performance is awesome. Value to money. Only concern is they told it will charge completely in 15mins but it's not the case it takes a bit more than that. Other than that no other concerns about this product.,25 February 2022
1443,5,oneplus mobile is best picture quality and battery is fast run up due to 65 w charger inside a box,all people purchase OnePlus nordce2 mobile bcoz all features is best and mobile is with amoled display,04 July 2022
1444,5,Good camera quality,Good camera quality,13 July 2022
1445,5,Good Quality,Very Nice product,13 July 2022
1446,5,Excellent mobile in this price range,Excellent quality.,15 July 2022
1447,5,Awesome product,The product is very good and the quality of product is very nice,06 July 2022
1448,4,Camera very slow ( Directing ),Camera very slow ( Directing )  & finger print,23 April 2022
1449,4,Good phone in that range,Overall a good phone in looks and in-hand feel..only the camera is not up to the mark.. satisfied with it..,08 April 2022
1450,5,DAY TO DAY USAGE,good for day to day usage like media consumption and surfing,10 July 2022
1451,5,No need to compare this with other brand one plus is self brand,Actually it comes with overall positive outcomes and I like this brand so I gave it to full 5/5 to all its services. And in box i have found back cover also but it is not mentioned above. So it's a big pros,12 June 2022
1452,4,Camera quality isn't up to the mark,I didn't like the camera quality specially the front otherwise the phone is smooth,15 April 2022
1453,5,"Overall very good mobile, no issues as reported by other users","very good mobile, no issues as reported by other users",08 July 2022
1454,4,Phone is very slim and handy and very smooth for use..,"Phone is awesome and worth its price. Camera, performance and look is awesome but disappointed with battery life. It's battery life may have been increased to give an fully awesome experience.",28 March 2022
1455,3,24999 Segment not Worthy 😒,"Let's Talk about OnePlus Nord CE2Price 24k Not WorthyOnly Us toes Brand Value.Fast Charging Phone with Fast Draining Battery.Average Camera's, poor Build Quality.And still Running on Android 11.Most of the phone's come with Android 12 out of the box. OnePlus Signature Alert Slider Missing too.Only one good thing I feel super amoled display.It's my opinion after 1 months of usage.Thank you 😌💖",13 May 2022
1456,4,Mnr,Happy to buy this tq,27 April 2022
1457,5,Good,Best quality,14 July 2022
1458,5,Worth buying,Worth,14 July 2022
1459,4,Nothing,Battery backup is not satisfying,29 April 2022
1460,5,I am happy 😁 like it,Every thing all are 👍👍👍👍👍✅,12 July 2022
1461,5,Camera quality is ultimate. Phone looks very premium and usage is too good,It's been a month we are using Nord. No hangings at all,06 July 2022
1462,4,Camera was not good,Photos in low light is not good and photos are little blur.. could not meet expectations..,12 April 2022
1463,5,Very good,Like,15 July 2022
1464,4,Balanced phone,It is a balanced phone overall but in this price range there are better options than this it is a handy balanced phone with oneplus branding that makes it special. I suggest to buy it in sale or offer.Comparing to options this is not best in the segment.,11 March 2022
1465,5,Good phone,best looking phone ever for the price .The quality they maintainedis good .We can extend ram up to 3GB.Pros:1)Looks attractive2)30W fast charging support3) video recording is amazing with best EIS available in the market.4)oneplus nord 2 CE comes with super AMOLED display with maximum of 700 nits brigthness5)Oxygen OS provides the soothing experience for daily usageCons:1)it provides 90 hz refresh rate but 120hz would have been better for the price bracket2)Speakers are not loud3)comes with Lpddr4X ram and ufs 2.2 which makes phone too slow4)No IP ratring provided5)No wireless charging support6) low light photography is too cheapRating:Performance &features : 7/10Display : 6/10Network :8/10Battery backup : 8/10Camera : 5/10Speaker : 7/10Value for money : 7/10,14 March 2022
1466,4,Satisfied with the performance in this price range,"Waight, build quality, look, size, battery backup, 65W Super VOOC charging, camera, everything in this price range (25K) is well justified 👌",07 April 2022
1467,4,Smooth as f,Good one from oneplus.,28 April 2022
1468,4,Oneplus,"Camera quality of phone is very good.It's light weight, nicely designed.Back cover, is provided with the phone.THE ONLY THING ANNOYING ME IS THE PHONE IS GETTING HEATED WHILE TAKING FOR MORE THE 7-8 MINUTES. FOR ME THATS THE AREA OF CONCERN.CAN #AMAZONE @ONEPLUS TEAM HELP ME OUT IF THIS???",01 March 2022
1469,5,Premium and best smart phone!,OnePlus Nord CE 2 is value for money!Camera quality awesome.Battery is good and Fast charging is awesome.Colour and design is nice.Overall it's worthy! OnePlus Never settle.Thanks Amazon 🙏,19 June 2022
1470,5,Very nice,Very nice mobile,12 July 2022
1471,5,battery issue and heat issue,the battery life is very bad. there is no point to get the high speed charging if the battery backup is worst. :(secondly the phone heat very badly. if watch the video on Youtube or if i am on call i cannot put phone on my ear seems like phone can blast in anytime.@oneplus team do you want to say something about it?,20 May 2022
1472,5,"Very good mobile, value for money",Battery backup is excellentLight weight,11 July 2022
1473,2,It is worst phone. Don't buy this mobile if you are looking for branded phone.,I'm writing this review after using one month. Battery heats while you are charging. Camera quality is below average. Phone is hanging while you are using multiple apps. Worst phone from oneplus brand.,11 September 2022
1474,5,Awesome Camera and smoothly work,Very good One Plus Nord CE2,12 July 2022
1475,4,Overall good performance at this cost value for money,I feel the quality of the phone is very good and my expectations are met. I am not a gamer but my requirements of having good fast performing phone for my day today needs. Decent camera and specs they have tried to match the performance. Overall happy.,13 March 2022
1476,4,Fantastic but some bug fixes required!,"The media could not be loaded.
                



 Phone is is Fab!But sometime apps like Gaana, LinkedIn, etc are crashing, I think need to fix some bugs from OnePlus end.However, camera is good, finishing quality is good, sound effect could be better(not that load as compared to iPhone or other Mi phones)Touch is awesome, finger print sensor works too fast, excellent face detection unlockMost sexiest thing is charging, it charges way too quickly, 35-40min approx for full chageMany more extra features from Android Oxygen & One plus!!Phone is handy & a good buy in this range!",26 February 2022
1477,4,Battery draining,Battery draining very fast,27 April 2022
1478,3,Needs improvement,Just need original oxygen OS to be back in these OnePlus devices. Otherwise they are nothing but oppo devices with OnePlus logo!Camera needs improvement in low light.,05 June 2022
1479,4,Average battery discharge,Overall performance of the mobile is good but the battery discharge of the mobileis average.,11 April 2022
1480,4,Good to buy,Overall nice product at this price🎉,25 April 2022
1481,4,Good but not up to the mark,"Good phone. But camera is average like 16000/- phone. Thay given mono speaker, in this price range we can get Dolby on other phone. Any way performance is good. Very fast like blink of your eyes. But much over priced. It should come in 22k to 23k range.",04 March 2022
1482,5,Very nice but,,13 July 2022
1483,5,Amazing Looking 😍,Awesome Phone,12 July 2022
1484,3,Not upto the name OnePlus,It's just rebranded oppo phone with exact specifications. Please don't buy it if you want actual OnePlus experience,12 June 2022
1485,4,It is delicate in handling,Battery capacity need to be improved to5000 mAh,23 April 2022
1486,4,"trustworthy, good looks, never hang, glossy finishing, happy with it",battery life needs to be improved,25 April 2022
1487,5,Awesome mobile for simple users,Beast🔥🔥,12 July 2022
1488,4,"Descent phone with Great desing, battery, display, 8 5g bands👍and average camera.","Descent phone.Great Design.Batter and charging is very good.Display is awesome,90Hz is perfect.Processor in perfect regarding price.Better 5g connectivity, this phone has 8 5g bands means future protected.Disappointing thing is camera,less than average camera quality, with 24k price cameras should be much better.",01 March 2022
1489,4,Ausum phone is this price range,"It is very good phone in this price range good camera quality, very good finger print reader overall very nice phone i would really recommend this phone",30 March 2022
1490,4,Good,Ntg,30 April 2022
1491,4,Speaker sound burst,"Speaker sound burst so i order for replacement, other all is good.",13 April 2022
1492,4,Good,Beautiful,01 May 2022
1493,3,Niec,,23 June 2022
1494,4,Good product no cons as of now.,Good product no cons as of now,24 April 2022
1495,5,Battery life is not good otherswise phone is good and all features are good,The media could not be loaded.,04 August 2022
1496,4,Good product but having the heat issue because of mediatek processor,Overall good product,28 April 2022
1497,4,Worth the price,"Battery life is good once charged can be used for 1&1/2 day,superfast charging",13 April 2022
1498,5,Good phone,"Pros1. Very beautiful phone, handy2. Slim and lightweight3. Very smooth scrolling4. 65W fast charger 10% to 100% within 30 to 35min5. Good processor no lag till now after using one week6. Gaming is also very good7. Outdoor photos are very nice in wide angle8. Battery backup it will last up to one day9. Speaker sound is good.10. Calling sound is very clear no noise11. There were not so many app pre installed like in realme,vivo ,oppo, redmi.12. Price range is good13. Overall goodCons.1. Android 11 not 12 realme 9 pro launched with 122. Updation will go up to Android 13 only3. Indoor photos are not best4. 4k recording but not in 60fps5. No slider6. No dual speaker7. 65w supervooc charger not Wrap charger8. It says OxgenOs but looks like ColorOs",27 February 2022
1499,4,Nice mobile,"It is very easy to use, nice camera",17 April 2022
1500,5,Good Product,,14 July 2022
1501,5,More Better Quality,I think it should improve inside quality and feature.,07 July 2022
1502,2,Bad product. Has heating issues,"I have ordered this item after doing lot of research for a good phone within my 25k budget. I am not so camera enthusiastic, gaming and chatting person and needed some good phone within my budget meeting my basic expecations like good battery backup, latest Android OS, touch, UI, screen size, weight, call recording options etc..And I have heard lot of good impressions on the OnePlus phones from past.But I am very disappointed by ordering this item as it had some heating issues. The phone heats so fast while charging and using it for continoisly 15-20 mins. I had to return this item after calling customer care and inspecting the phone by installing mInspect app as they found some problem with charging. If you are fine with heating issues then go ahead buying this product .As I am not so camera enthusiastic person I could not judge much on the camera front. But could take some decent pictures with good image clarity. Also could not check much on the battery as it had heating issues.But touch sensitivity is all good and a good phone which meets your basic expectation within 25k.One plus could have given more focus on resolving the heating issues for this type of flagship phone. And its light weight phone (173 gm) which is easy to carry and handle. Screen size (6.43 inches) is also standard which is enough for viewing videos and chatting. Overall if you are fine with heating issues then its a good option within 25k budget.",28 May 2022
1503,4,Naild it,Nice mobile,26 April 2022
1504,5,Superb phone,"Value for money and value buying.Good phone with all features, nice results",04 July 2022
1505,5,Value for money phone,"Good product, excellent camera quality and good battery life, overall a value for money phone",02 July 2022
1506,4,All good.,All Good and battery 🔋 Life so low,18 April 2022
1507,5,Good phone,It's assume phone.....,11 July 2022
1508,5,"good product and user friendly ,",one pluse,12 July 2022
1509,5,Good,Super cool to use  premium look,08 July 2022
1510,4,One plus is always A PLUS,Best phone in the segment. Slightly disappointed with the camera quality but post update it is way better,12 April 2022
1511,5,It is  awesome phone I ever got till date,"Camera very good ,, performance very good ,very very nice phone",04 July 2022
1512,5,Suparb,Super,12 July 2022
1513,5,Good,"I'm writing this review after using the mobile for 2 months..this phone is fine, i face only heating issue.It takes to charge 35-40 mins from 15% to 100%",18 June 2022
1514,4,Simply Amazing,"Oxygen OS UI is best, and you will feel smooth experience with beautiful display and loud speaker and headphones jack output is crisp and loud...camera need optimization specially in low light ...but the look and feel and light weight of this device will amaze u for sure ...and its good to go with the device with OnePlus brand value.",26 February 2022
1515,5,It is good but battery backup is not average..,Like it,10 July 2022
1516,4,Go for it.. Got this for 18000 ( 3000 extra exchange + old phone ),"Great phone.. Doesn't lag..has 5G but couldn't test.. Screenguard is already applied by company. Got back case too.. doesnt heat.. havent tested heavy games yet.. Samsung has bloatware, oneplus doesn't have any will update detailed review in 2-3 months use ...",16 March 2022
1517,4,Missing memory card slot,Every thing is good but price range is little bit high 🙂,12 April 2022
1518,4,No voice call auto record option.,No voice call record option in phone,23 April 2022
1519,5,No words to say....superb phone,Battery life for single day only...but fast charging solves that problem,04 July 2022
1520,4,Awesome,Nice,28 April 2022
1521,4,Nhi ok ok,Good camera,27 April 2022
1522,5,Good,Good,11 July 2022
1523,5,Nice phone,Nice one,10 July 2022
1524,4,Display is awesome.,Macro camera should be better.,23 April 2022
1525,4,Mobile is ohkkk,Thank you,27 April 2022
1526,4,Go for 8 gb variant as 4.5 gb ram is always used,Go for 8 gb variant as 4.5 gb ram is always used,11 April 2022
1527,3,Battery bed veel phon may choose but battery is lo,,28 June 2022
1528,3,Camera is okk ok not one plus like and battery backup is normal not good,"Product looking is best , battery backup not good but charging Speed is very good , camera quality is ok ok",07 June 2022
1529,4,Theek thak hi hai,Camera quality is poor,21 April 2022
1530,5,Very good,,10 July 2022
1531,5,Decent,Good but battery is very poor,10 July 2022
1532,4,Nice phone in this budget But charger failed  in first month requested to replace,It's a good looking budget phone.A protection fil must provide on it back of mirror finish areaBut the charger failed  in one month  amezon  please arrange to replace,23 March 2022
1533,4,"Everything is fine except charging, battery got drains very fast..","Everything is fine except charging, battery got drains very fast..",13 April 2022
1534,4,Descent handset with poor camera sensor,In some point there are two same operational app which comes inbuilt with oxigen OS. I am unable to uninstall either one. Also the camera performance is poor not upto the oneplus mark. If possible upgrade camera software to resolve the issues.,07 March 2022
1535,5,Thanks CE,Normal phnNormal rangeFor normal use,06 July 2022
1536,4,Value for money,Good phone in this price range,23 April 2022
1537,5,Very very good phone,I like this phone battery life is very good display is also good and OnePlus ui is also clean and camera is also good,25 June 2022
1538,3,Good product..,Nice 👍,26 June 2022
1539,4,Value for  money.,All over phone is good but sometimes I miss the alert slider  and camera is not according to OnePlus level,01 April 2022
1540,4,Good phone,Better than other phone,23 April 2022
1541,4,Night'mud,Normal' fon finger 🤘 battery normal kolite,20 April 2022
1542,4,Front camera not so good.otherwise all ok,Front camera not good,23 April 2022
1543,3,Battery drain fast,Ovarall okay,27 June 2022
1544,4,One PlusNord CE 2,One plus one more mid range flapship phone !!!Nord CE 2 camera is amazing in day & also night mode. Processor is also nice & battery life is also good..Last bus not least.. in 25k the phone is awesome 😊,05 March 2022
1545,4,Yes,Money worth.. product is valve of money.. good performance..,18 April 2022
1546,5,Flagship phone under 25K 😍,"Everything is good on this phone 😊😍In hand feel is Awesome, Premium looks !!!Fingerprint sensor(3/5) is Very Good. But if you use Tempered glass you will feel a nanosecond lag.AMOLED display(5/5) is amazing and auto-brightness is working fine.Charging(5/5) is just to the next level, 100% charge in 20-25 minutes.Speaker(4/5) is Good, but dual Dolby speakers could be given at this prize.Processor is great, Oxygen OS is running smoothly with android 11 but 12 is needed.Camera is good but could be better at this price.WhatsApp is taking too much storage because it is storing the images and videos in their maximum quality which is not required. In my previous phone, the images were stored in 100-400 kb, but one plus is taking 1.4 - 2 MB for a single image which is toooo much.",06 March 2022
1547,5,Best smartphone,"Best smartphone by one plus1. Received my phone in just one day.2. Battery back up too good 👍3. Running all apps well, smooth4.price range is also okk5. But this phone brightness is not up to the mark. Rest all okkThanks to Amazon",01 June 2022
1548,4,It's cool,Awesome,30 April 2022
1549,4,Good buy!!,It's a good buy. Although you can get better alternative mobiles within the same budget that offer Better Camera Quality and higher specs,03 April 2022
1550,4,Nord ce 2,Gud phone if your budget 25 k and you want  one plus brand . Definetly you purchases nord ce 2 .gud  battry life fast processing . Smooth touch and scrooling,21 March 2022
1551,4,There improvement need in camera,Camera ki quality toda aurr acha Kia Jaa sakta hai iss price range me,07 April 2022
1552,4,Good Enough,"The phone is really good, it looks so premium.But there is no Unique thing in this phone like that alert slider, or other anything new.Anyway the prone is good, all the facilities are also good.Thanks Amazon.",13 March 2022
1553,4,Good buy,Battery life should be more otherwise it's a good option in that range.,07 April 2022
1554,5,Awesome,Best mobile best price,07 July 2022
1555,4,Amazing mobile handset,"Camera is average ,fingerprint is much faster battery one day life but charger so fast",07 April 2022
1556,3,Average phone,"I didn't upload pics cause I forgot to take them. I am a one plus user since 2016. I bought one plus 3T when it was launched. That phone is still with me working fine. I am a true one plus fan. So my review on this phone is that it very basic.To be honest I am disappointed with the phone. I agree it's a low and budget phone but still had better expectations.Pros: great feel in hand looks premium, Great battery and charging is like awesome. Sound is loud and brightness is also good. Videos look awesome. Touch is great, processor is 👌🏻Cons: not a gaming phone you'll be disappointed with that. Camera isn't that good at all. Body is plastic, speaker location makes it not audible with texting. Video get stuck and security and update patch is still not given.If you want to buy a phone for good use and want to use it for a long time. This is okay. But this is no where near to high gaming or photo fan phone",06 March 2022
1557,4,Overall it's ok,Phone body quality poor,22 April 2022
1558,3,Phone heating problem,,23 June 2022
1559,3,Just an okay phone and least feature what we expected,The media could not be loaded.,03 July 2022
1560,5,Light Weight 🔥,,12 July 2022
1561,4,Gud one but it could be much better,Battery life & camera not reached my expectations but I'm impressed with fast charging charger & mobile model & processer was good,29 March 2022
1562,3,Very good 😊,Very good 😊,23 June 2022
